Quantity,Discount,Profit,Shipping Cost,Month,Year,Day_of_Week,Is_Weekend,Total_sales,Day_of_Month,Order Priority_Encoded,Ship Mode_Encoded,Market_Encoded,Category_Encoded,Sub-Category_Encoded
3,0.0,89.46,26.375915188145832,12,2013,1,0,1205.3279873285242,3,1,0,5,2,13
8,0.0,625.28,26.375915188145832,12,2012,3,0,1205.3279873285242,20,1,3,5,2,13
6,0.0,357.0,26.375915188145832,9,2012,3,0,1205.3279873285242,13,3,2,5,2,13
4,0.0,429.5772,26.375915188145832,11,2013,0,0,1205.3279873285242,4,0,0,6,1,1
1,0.2,381.297,26.375915188145832,11,2013,5,1,1016.792,16,0,2,6,1,3
3,0.2,374.9925,26.375915188145832,4,2013,0,0,1205.3279873285242,8,1,0,6,2,6
14,0.6,-1331.652,26.375915188145832,5,2012,2,0,1205.3279873285242,23,1,0,3,2,13
3,0.0,5039.9856,26.375915188145832,11,2014,1,0,1205.3279873285242,18,3,3,6,2,6
6,0.0,1563.48,26.375915188145832,4,2014,0,0,1205.3279873285242,14,3,2,1,2,13
5,0.0,556.9,26.375915188145832,8,2014,4,0,1205.3279873285242,29,1,3,5,2,13
6,0.4,-348.516,26.375915188145832,5,2014,4,0,1205.3279873285242,16,1,2,0,1,1
6,0.0,496.98,26.375915188145832,12,2012,3,0,1205.3279873285242,13,0,0,1,1,1
6,0.0,446.04,26.375915188145832,3,2011,3,0,1205.3279873285242,31,1,3,4,0,4
7,0.0,215.25,26.375915188145832,2,2012,5,1,1205.3279873285242,4,3,2,0,0,4
6,0.17,344.9718,26.375915188145832,5,2013,2,0,1205.3279873285242,29,3,2,0,2,13
11,0.1,-139.557,26.375915188145832,8,2012,2,0,1205.3279873285242,29,0,0,4,1,14
8,0.0,285.12,26.375915188145832,6,2011,2,0,1205.3279873285242,15,0,0,0,0,5
3,0.0,487.98,26.375915188145832,8,2014,3,0,1205.3279873285242,28,3,0,0,1,1
3,0.0,89.46,26.375915188145832,10,2011,3,0,1205.3279873285242,27,0,0,5,2,13
4,0.0,976.8,26.375915188145832,3,2014,2,0,1205.3279873285242,19,3,2,3,2,13
5,0.2,349.86,26.375915188145832,9,2014,3,0,1205.3279873285242,11,2,3,5,0,16
6,0.4,-870.3,26.375915188145832,8,2012,1,0,1205.3279873285242,28,0,1,0,0,4
6,0.2,-337.806,26.375915188145832,8,2014,5,1,1205.3279873285242,16,1,2,6,1,14
6,0.0,498.96,26.375915188145832,8,2013,3,0,1205.3279873285242,1,0,2,0,0,16
2,0.5,-27.828,26.375915188145832,6,2013,0,0,1391.4,10,0,0,6,2,11
4,0.0,714.0,26.375915188145832,12,2014,2,0,1205.3279873285242,24,3,0,1,2,13
6,0.2,607.608,26.375915188145832,12,2012,5,1,1205.3279873285242,15,1,0,6,2,0
5,0.0,845.7,26.375915188145832,2,2012,3,0,1205.3279873285242,23,1,0,4,0,5
9,0.07,10.8189,26.375915188145832,10,2014,5,1,1205.3279873285242,11,0,2,0,0,4
5,0.002,-2.1208,26.375915188145832,4,2014,0,0,1205.3279873285242,21,0,2,5,2,6
9,0.0,2817.99,26.375915188145832,6,2013,2,0,1205.3279873285242,12,3,3,0,2,13
7,0.1,-244.251,26.375915188145832,9,2013,1,0,1205.3279873285242,17,1,0,4,0,4
6,0.0,178.56,26.375915188145832,9,2014,4,0,1205.3279873285242,19,0,1,0,1,14
7,0.1,-35.091,26.375915188145832,11,2014,2,0,1205.3279873285242,26,3,3,4,1,1
5,0.0,719.85,26.375915188145832,9,2014,0,0,1205.3279873285242,1,0,1,4,2,6
5,0.0,123.75,26.375915188145832,6,2014,4,0,1205.3279873285242,20,2,3,0,0,4
6,0.0,558.72,26.375915188145832,10,2014,3,0,1205.3279873285242,23,1,0,3,1,14
9,0.0,261.9,26.375915188145832,8,2011,1,0,1205.3279873285242,16,3,3,0,0,4
2,0.0,110.28,26.375915188145832,9,2014,4,0,1696.64,12,0,0,5,2,13
7,0.0,1416.8,26.375915188145832,8,2012,4,0,1205.3279873285242,24,1,3,6,2,11
8,0.0,711.84,26.375915188145832,1,2014,1,0,1205.3279873285242,14,1,0,4,2,6
5,0.25,-483.3,26.375915188145832,11,2014,3,0,1205.3279873285242,13,0,2,0,0,5
6,0.07,-63.6462,26.375915188145832,6,2013,3,0,1205.3279873285242,13,1,1,0,2,6
7,0.0,2302.9671,26.375915188145832,12,2012,0,0,1205.3279873285242,24,3,3,6,2,6
9,0.0,12.69,26.375915188145832,9,2014,0,0,1205.3279873285242,22,0,2,0,2,6
6,0.0,49.5,26.375915188145832,1,2011,5,1,1205.3279873285242,8,1,3,1,0,4
5,0.0,8399.976,26.375915188145832,10,2013,3,0,1205.3279873285242,3,3,3,6,2,6
3,0.0,460.62,26.375915188145832,7,2013,1,0,1205.3279873285242,30,0,1,0,2,6
7,0.4,-290.8752,26.375915188145832,7,2012,1,0,1205.3279873285242,31,0,1,6,0,16
10,0.17,847.041,26.375915188145832,4,2014,2,0,1205.3279873285242,30,3,3,0,1,1
8,0.0,511.52,26.375915188145832,9,2011,2,0,1205.3279873285242,28,1,2,5,0,4
14,0.1,2316.51,26.375915188145832,6,2014,1,0,1205.3279873285242,24,3,3,0,0,4
8,0.1,-50.976,26.375915188145832,4,2011,2,0,1205.3279873285242,6,1,0,4,1,14
3,0.15,-76.5675,26.375915188145832,8,2014,3,0,1205.3279873285242,7,0,2,4,2,13
4,0.0,527.984,26.375915188145832,11,2013,1,0,1205.3279873285242,19,0,2,6,2,0
4,0.1,130.62,26.375915188145832,2,2014,4,0,1205.3279873285242,14,0,0,4,1,14
12,0.4,-619.596,26.375915188145832,11,2014,5,1,1205.3279873285242,29,1,3,6,0,16
8,0.0,69.36,26.375915188145832,8,2012,4,0,1205.3279873285242,17,0,2,3,0,5
7,0.15,200.9546,26.375915188145832,8,2012,4,0,1205.3279873285242,31,1,0,6,0,4
7,0.0,566.02,26.375915188145832,8,2012,1,0,1205.3279873285242,7,1,0,5,1,1
7,0.0,764.3818,26.375915188145832,1,2014,0,0,1205.3279873285242,27,1,3,6,2,13
8,0.4,-1359.992,26.375915188145832,9,2011,3,0,1205.3279873285242,8,3,3,6,2,11
7,0.0,612.99,26.375915188145832,8,2012,3,0,1205.3279873285242,9,0,0,0,2,11
5,0.3,-258.495,26.375915188145832,2,2013,3,0,1205.3279873285242,21,1,0,0,0,16
8,0.1,393.24,26.375915188145832,7,2012,2,0,1205.3279873285242,18,1,0,0,2,0
7,0.0,1228.1787,26.375915188145832,11,2011,5,1,1205.3279873285242,19,1,3,6,2,13
7,0.1,-13.923,26.375915188145832,4,2014,2,0,1205.3279873285242,9,0,0,4,1,14
4,0.35,-218.298,26.375915188145832,6,2012,0,0,1205.3279873285242,18,3,2,4,0,16
6,0.15,114.453,26.375915188145832,12,2013,1,0,1205.3279873285242,31,1,0,4,2,6
5,0.2,302.373,26.375915188145832,6,2014,0,0,1205.3279873285242,30,1,0,6,1,3
9,0.1,-0.216,26.375915188145832,1,2012,0,0,1205.3279873285242,16,1,0,4,1,1
4,0.0,1172.88,26.375915188145832,6,2012,1,0,1205.3279873285242,12,3,0,1,2,13
14,0.1,366.282,26.375915188145832,3,2014,0,0,1205.3279873285242,17,3,2,0,2,6
9,0.0,273.78,26.375915188145832,11,2012,1,0,1205.3279873285242,13,1,3,4,1,1
8,0.15,160.3136,26.375915188145832,11,2013,2,0,1205.3279873285242,27,3,3,6,0,4
2,0.0,449.991,26.375915188145832,12,2012,3,0,1999.96,6,0,2,6,2,6
9,0.1,250.992,26.375915188145832,5,2014,4,0,1205.3279873285242,16,1,0,4,0,4
6,0.2,1007.9832,26.375915188145832,12,2014,3,0,1205.3279873285242,25,0,0,6,2,6
4,0.0,355.44,26.375915188145832,12,2014,0,0,1205.3279873285242,22,1,0,5,0,5
11,0.5,-3009.435,26.375915188145832,9,2013,5,1,1205.3279873285242,14,3,1,0,2,13
5,0.3,726.825,26.375915188145832,1,2013,0,0,1205.3279873285242,7,3,3,0,0,16
3,0.15,287.919,26.375915188145832,6,2014,4,0,1205.3279873285242,27,0,1,4,2,6
4,0.0,161.76,26.375915188145832,7,2012,4,0,1205.3279873285242,13,0,2,4,2,11
8,0.1,182.688,26.375915188145832,2,2014,1,0,1205.3279873285242,11,0,1,0,2,6
5,0.1,737.925,26.375915188145832,5,2014,3,0,1205.3279873285242,29,2,3,0,2,6
11,0.17,-130.3863,26.375915188145832,4,2014,2,0,1205.3279873285242,16,1,2,0,1,14
5,0.1,195.285,26.375915188145832,11,2014,3,0,1205.3279873285242,27,0,0,4,0,4
7,0.0,348.81,26.375915188145832,11,2011,2,0,1205.3279873285242,9,0,0,0,0,5
5,0.1,90.81,26.375915188145832,9,2014,3,0,1205.3279873285242,18,1,1,4,0,4
7,0.002,13.20144,26.375915188145832,2,2014,0,0,1205.3279873285242,24,1,0,5,2,6
4,0.2,232.0,26.375915188145832,9,2013,1,0,1205.3279873285242,3,0,0,5,0,5
2,0.0,175.5,26.375915188145832,12,2013,0,0,1462.68,23,0,0,0,0,4
4,0.0,0.0,26.375915188145832,6,2014,1,0,1205.3279873285242,17,0,0,1,1,1
5,0.27,368.256,26.375915188145832,3,2014,5,1,1205.3279873285242,15,1,2,0,0,5
5,0.0,65.7,26.375915188145832,7,2014,5,1,1205.3279873285242,12,3,0,0,0,4
4,0.1,114.252,26.375915188145832,6,2014,0,0,1205.3279873285242,9,0,0,4,2,11
8,0.0,441.36,26.375915188145832,10,2014,2,0,1205.3279873285242,15,0,2,4,1,14
4,0.0,280.44,26.375915188145832,8,2014,2,0,1205.3279873285242,6,1,2,0,2,13
4,0.15,-129.726,26.375915188145832,12,2012,4,0,1205.3279873285242,7,1,1,4,2,6
5,0.17,-417.813,26.375915188145832,12,2012,1,0,1205.3279873285242,25,3,2,0,2,13
4,0.0,1042.32,26.375915188145832,5,2013,3,0,1205.3279873285242,16,1,2,4,2,13
14,0.0,207.06,26.375915188145832,6,2013,0,0,1205.3279873285242,17,3,0,3,1,14
5,0.0,905.7,26.375915188145832,11,2014,0,0,1205.3279873285242,3,3,3,0,0,16
4,0.0,741.6,26.375915188145832,5,2012,0,0,1205.3279873285242,28,0,0,4,2,6
3,0.0,234.36,26.375915188145832,8,2013,5,1,1205.3279873285242,17,0,2,4,0,4
1,0.0,384.81,26.375915188145832,6,2011,4,0,855.15,3,0,0,3,0,16
4,0.1,-95.7,26.375915188145832,7,2011,3,0,1205.3279873285242,14,0,0,4,2,11
6,0.2,-337.806,26.375915188145832,9,2011,3,0,1205.3279873285242,29,1,3,6,1,14
5,0.2,160.77,26.375915188145832,10,2011,0,0,1205.3279873285242,17,2,3,4,0,5
7,0.0,674.73,26.375915188145832,11,2011,0,0,1205.3279873285242,14,3,3,0,2,13
8,0.65,-1303.056,26.375915188145832,7,2014,0,0,1205.3279873285242,14,1,2,4,2,13
8,0.0,46.88,26.375915188145832,6,2014,1,0,1205.3279873285242,3,1,0,5,0,4
14,0.0,756.0,26.375915188145832,12,2014,0,0,1205.3279873285242,15,1,2,0,2,13
14,0.0,265.44,26.375915188145832,6,2014,5,1,1205.3279873285242,28,0,1,1,1,14
7,0.0,426.58,26.375915188145832,12,2014,5,1,1205.3279873285242,20,1,3,5,1,1
2,0.1,191.316,26.375915188145832,2,2012,0,0,1639.872,6,0,0,0,0,5
6,0.2,-0.072,26.375915188145832,1,2011,4,0,1205.3279873285242,21,2,3,5,0,16
11,0.0,261.8,26.375915188145832,8,2012,4,0,1205.3279873285242,3,3,0,5,1,14
6,0.07,541.3698,26.375915188145832,10,2014,0,0,1205.3279873285242,27,1,2,0,0,4
6,0.0,327.06,26.375915188145832,2,2012,0,0,1205.3279873285242,27,3,3,0,0,16
2,0.0,296.94,26.375915188145832,6,2012,0,0,1205.3279873285242,11,0,0,3,2,13
4,0.0,732.72,26.375915188145832,2,2011,2,0,1205.3279873285242,23,1,0,0,2,6
3,0.0,323.955,26.375915188145832,9,2014,0,0,1205.3279873285242,15,1,0,6,2,13
6,0.0,205.56,26.375915188145832,7,2013,5,1,1205.3279873285242,20,2,3,5,0,5
7,0.0,471.94,26.375915188145832,3,2013,4,0,1205.3279873285242,29,1,2,5,0,4
3,0.0,460.62,26.375915188145832,10,2014,3,0,1205.3279873285242,23,0,0,0,2,6
7,0.0,1035.58,26.375915188145832,6,2014,1,0,1205.3279873285242,24,1,2,5,2,13
5,0.0,297.5,26.375915188145832,10,2013,2,0,1205.3279873285242,30,2,3,5,2,13
4,0.0,292.8,26.375915188145832,12,2012,3,0,1205.3279873285242,13,0,0,1,2,0
4,0.0,265.92,26.375915188145832,5,2013,5,1,1205.3279873285242,4,1,0,0,2,6
5,0.0,423.0085,26.375915188145832,5,2014,3,0,1205.3279873285242,8,1,3,6,0,5
4,0.0,682.92,26.375915188145832,9,2011,3,0,1205.3279873285242,8,0,2,1,0,16
14,0.1,844.116,26.375915188145832,4,2012,6,1,1205.3279873285242,22,3,3,4,2,6
6,0.0,242.64,26.375915188145832,10,2013,2,0,1205.3279873285242,30,1,2,1,2,11
6,0.0,250.38,26.375915188145832,4,2011,5,1,1205.3279873285242,16,1,0,0,0,5
4,0.2,112.392,26.375915188145832,10,2012,4,0,1205.3279873285242,12,0,0,6,0,4
5,0.2,207.475,26.375915188145832,5,2014,0,0,1205.3279873285242,26,0,1,6,1,3
8,0.0,1722.48,26.375915188145832,10,2014,4,0,1205.3279873285242,31,3,3,0,1,1
3,0.0,323.82,26.375915188145832,4,2013,4,0,1205.3279873285242,12,0,0,0,1,1
4,0.0,381.96,26.375915188145832,11,2013,0,0,1205.3279873285242,11,0,1,0,2,6
4,0.0,1093.92,26.375915188145832,10,2012,5,1,1205.3279873285242,13,1,3,4,2,13
4,0.4,-189.456,26.375915188145832,10,2012,5,1,1205.3279873285242,13,0,2,0,0,5
5,0.0,91.95,26.375915188145832,1,2014,3,0,1205.3279873285242,30,1,3,0,0,5
6,0.0,1563.48,26.375915188145832,10,2012,4,0,1205.3279873285242,12,3,2,1,2,13
8,0.0,585.552,26.375915188145832,12,2013,4,0,1205.3279873285242,6,1,3,6,0,5
4,0.0,743.988,26.375915188145832,12,2014,2,0,1205.3279873285242,3,1,3,6,2,13
4,0.0,224.88,26.375915188145832,9,2013,3,0,1205.3279873285242,19,1,3,0,1,1
7,0.0,176.96,26.375915188145832,12,2012,0,0,1205.3279873285242,31,1,3,5,1,1
5,0.35,202.185,26.375915188145832,12,2014,0,0,1205.3279873285242,29,1,2,4,0,16
7,0.0,1035.58,26.375915188145832,11,2013,4,0,1205.3279873285242,15,1,3,5,2,13
6,0.1,420.588,26.375915188145832,9,2011,0,0,1205.3279873285242,12,3,2,6,0,5
7,0.0,601.9699,26.375915188145832,5,2014,3,0,1205.3279873285242,15,1,1,6,2,0
8,0.35,198.636,26.375915188145832,9,2014,0,0,1205.3279873285242,8,3,0,0,0,4
5,0.0,447.75,26.375915188145832,6,2013,0,0,1205.3279873285242,17,1,0,4,2,0
9,0.2,500.976,26.375915188145832,12,2011,3,0,1205.3279873285242,8,1,1,5,0,5
4,0.1,17.532,26.375915188145832,9,2014,4,0,1205.3279873285242,19,1,2,0,0,4
8,0.0,1459.2,26.375915188145832,11,2013,2,0,1205.3279873285242,27,3,0,6,2,11
6,0.0,1233.0,26.375915188145832,2,2014,0,0,1205.3279873285242,10,1,3,3,1,1
2,0.0,568.44,26.375915188145832,2,2014,5,1,1205.3279873285242,8,1,0,4,1,1
2,0.07,211.2552,26.375915188145832,8,2013,0,0,1355.2704,5,0,0,0,0,4
2,0.0,80.4,26.375915188145832,4,2014,1,0,1462.68,15,0,0,3,0,4
7,0.0,909.9818,26.375915188145832,3,2011,0,0,1205.3279873285242,21,3,3,6,2,13
4,0.0,534.48,26.375915188145832,5,2014,0,0,1205.3279873285242,5,1,2,0,2,6
6,0.0,909.54,26.375915188145832,11,2013,0,0,1205.3279873285242,4,0,2,4,1,1
4,0.1,459.0,26.375915188145832,6,2014,1,0,1205.3279873285242,10,3,0,4,2,13
3,0.15,324.3825,26.375915188145832,8,2012,4,0,1205.3279873285242,31,0,2,4,2,13
7,0.0,361.41,26.375915188145832,6,2013,3,0,1205.3279873285242,20,0,2,0,2,13
14,0.0,275.94,26.375915188145832,8,2014,5,1,1205.3279873285242,23,3,3,3,2,0
3,0.2,-0.024,26.375915188145832,5,2012,0,0,1756.368,28,0,0,5,0,4
4,0.0,471.6,26.375915188145832,5,2014,0,0,1205.3279873285242,19,0,2,1,2,6
2,0.0,158.64,26.375915188145832,4,2013,0,0,2115.6,29,0,0,1,0,16
3,0.0,393.39,26.375915188145832,12,2013,0,0,1205.3279873285242,23,0,0,0,0,4
5,0.0,741.5,26.375915188145832,10,2014,6,1,1205.3279873285242,12,1,0,5,0,16
5,0.0,304.7,26.375915188145832,4,2014,1,0,1205.3279873285242,15,0,0,5,1,1
7,0.1,-191.163,26.375915188145832,11,2014,4,0,1205.3279873285242,28,1,3,4,0,4
6,0.0,417.96,26.375915188145832,5,2012,4,0,1205.3279873285242,11,1,2,3,2,6
7,0.17,849.87,26.375915188145832,6,2013,1,0,1205.3279873285242,18,3,3,0,2,13
9,0.0,0.0,26.375915188145832,5,2012,4,0,1205.3279873285242,4,1,2,0,2,6
9,0.0,1602.99,26.375915188145832,11,2011,4,0,1205.3279873285242,11,3,3,0,2,13
7,0.0,842.52,26.375915188145832,12,2014,2,0,1205.3279873285242,24,3,1,4,0,4
6,0.0,861.48,26.375915188145832,5,2014,3,0,1205.3279873285242,15,1,3,5,1,1
4,0.0,95.04,26.375915188145832,12,2014,1,0,1205.3279873285242,9,1,0,3,2,6
5,0.1,511.095,26.375915188145832,12,2011,2,0,1205.3279873285242,7,1,3,0,2,13
5,0.0,952.2,26.375915188145832,9,2013,1,0,1205.3279873285242,10,3,2,4,0,5
10,0.0,258.9,26.375915188145832,3,2011,3,0,1205.3279873285242,3,1,2,3,2,11
6,0.17,339.8778,26.375915188145832,1,2012,0,0,1205.3279873285242,2,1,3,0,1,1
9,0.07,-128.7468,26.375915188145832,10,2012,1,0,1205.3279873285242,30,3,3,0,2,6
4,0.17,86.6364,26.375915188145832,11,2013,1,0,1205.3279873285242,19,1,1,0,1,1
4,0.0,712.44,26.375915188145832,8,2013,3,0,1205.3279873285242,15,3,2,3,2,13
2,0.0,228.36,26.375915188145832,6,2013,5,1,1903.44,8,1,1,0,0,5
4,0.0,978.84,26.375915188145832,10,2014,3,0,1205.3279873285242,2,1,3,0,2,13
3,0.0,84.96,26.375915188145832,2,2014,3,0,1205.3279873285242,27,1,3,4,1,1
8,0.1,116.952,26.375915188145832,10,2013,3,0,1205.3279873285242,31,3,3,0,0,4
11,0.07,1554.432,26.375915188145832,12,2013,2,0,1205.3279873285242,18,3,3,0,0,4
5,0.0,300.9,26.375915188145832,5,2014,4,0,1205.3279873285242,9,2,3,0,0,16
6,0.0,854.28,26.375915188145832,7,2014,4,0,1205.3279873285242,4,3,3,0,1,1
4,0.0,561.6,26.375915188145832,5,2012,3,0,1205.3279873285242,17,1,3,4,1,1
5,0.0,319.35,26.375915188145832,8,2011,2,0,1205.3279873285242,3,0,2,0,2,13
6,0.7,-913.176,26.375915188145832,7,2013,0,0,1205.3279873285242,29,1,0,6,1,3
10,0.0,90.0,26.375915188145832,2,2013,3,0,1205.3279873285242,14,0,2,1,1,14
5,0.1,44.04,26.375915188145832,5,2012,2,0,1205.3279873285242,23,0,1,0,0,4
6,0.0,970.2,26.375915188145832,8,2014,0,0,1205.3279873285242,4,3,2,3,1,1
5,0.0,390.8,26.375915188145832,11,2013,2,0,1205.3279873285242,13,1,3,5,2,13
9,0.1,276.534,26.375915188145832,2,2014,2,0,1205.3279873285242,12,3,2,0,2,0
2,0.0,195.44,26.375915188145832,11,2014,1,0,1699.6,11,0,0,5,2,13
3,0.1,353.133,26.375915188145832,3,2013,5,1,1205.3279873285242,30,3,0,0,0,4
6,0.0,1112.4,26.375915188145832,8,2013,5,1,1205.3279873285242,24,3,2,2,2,6
9,0.0,239.9058,26.375915188145832,11,2014,6,1,1205.3279873285242,2,3,2,6,0,16
9,0.5,-458.19,26.375915188145832,8,2013,0,0,1205.3279873285242,19,3,2,0,2,13
5,0.1,236.67,26.375915188145832,5,2014,3,0,1205.3279873285242,29,0,2,4,1,1
6,0.0,606.42,26.375915188145832,8,2012,2,0,1205.3279873285242,22,2,3,3,1,1
6,0.0,439.2,26.375915188145832,7,2014,5,1,1205.3279873285242,5,1,1,1,2,0
7,0.5,-993.195,26.375915188145832,3,2012,2,0,1205.3279873285242,14,1,0,4,0,4
11,0.0,767.2005,26.375915188145832,10,2014,3,0,1205.3279873285242,2,1,0,6,2,11
5,0.002,375.7774,26.375915188145832,9,2014,1,0,1205.3279873285242,16,1,0,5,2,6
7,0.2,290.598,26.375915188145832,8,2014,3,0,1205.3279873285242,7,3,3,0,0,5
6,0.35,68.31,26.375915188145832,9,2013,0,0,1205.3279873285242,9,1,1,0,2,6
3,0.0,293.16,26.375915188145832,9,2014,0,0,1205.3279873285242,8,0,0,5,2,13
5,0.0,481.47,26.375915188145832,10,2011,0,0,1205.3279873285242,31,3,2,6,0,5
9,0.0,225.36,26.375915188145832,10,2012,2,0,1205.3279873285242,17,1,3,5,0,5
3,0.25,-111.6,26.375915188145832,2,2014,0,0,1205.3279873285242,17,1,0,0,0,5
5,0.0,541.8,26.375915188145832,2,2012,4,0,1205.3279873285242,24,3,3,0,2,13
10,0.1,956.58,26.375915188145832,12,2012,0,0,1205.3279873285242,3,3,3,0,0,5
5,0.0,260.1,26.375915188145832,12,2012,2,0,1205.3279873285242,12,0,0,0,1,14
8,0.1,509.568,26.375915188145832,6,2014,0,0,1205.3279873285242,16,1,3,0,2,6
9,0.15,14.4315,26.375915188145832,12,2012,3,0,1205.3279873285242,20,1,0,4,2,11
7,0.2,300.076,26.375915188145832,5,2014,1,0,1205.3279873285242,13,1,3,5,0,5
2,0.0,33.3124,26.375915188145832,12,2014,5,1,1205.3279873285242,20,1,0,6,1,15
6,0.0,852.48,26.375915188145832,11,2014,4,0,1205.3279873285242,7,1,3,0,0,5
12,0.5,-3059.82,26.375915188145832,6,2013,0,0,1205.3279873285242,10,3,3,4,1,1
6,0.0,482.22,26.375915188145832,5,2012,3,0,1205.3279873285242,10,1,0,0,2,11
5,0.0,260.4,26.375915188145832,9,2013,4,0,1205.3279873285242,13,0,1,0,2,13
3,0.0,519.21,26.375915188145832,7,2013,3,0,1205.3279873285242,25,3,0,0,0,4
8,0.0,348.24,26.375915188145832,10,2014,5,1,1205.3279873285242,11,1,2,0,1,1
7,0.2,252.896,26.375915188145832,11,2011,1,0,1205.3279873285242,22,0,0,5,1,1
5,0.0,1159.9855,26.375915188145832,5,2013,2,0,1205.3279873285242,8,3,3,6,2,11
3,0.2,-18.18,26.375915188145832,10,2014,5,1,1205.3279873285242,25,0,1,5,0,16
5,0.2,874.9875,26.375915188145832,8,2012,1,0,1205.3279873285242,28,3,3,6,2,6
6,0.0,653.4,26.375915188145832,10,2013,0,0,1205.3279873285242,14,0,0,1,2,11
4,0.0,319.8,26.375915188145832,2,2011,0,0,1205.3279873285242,14,0,2,3,2,6
5,0.0,122.85,26.375915188145832,5,2014,3,0,1205.3279873285242,1,0,1,0,0,5
1,0.0,244.2,26.375915188145832,3,2011,4,0,642.69,11,0,2,3,2,13
8,0.1,232.68,26.375915188145832,8,2012,4,0,1205.3279873285242,3,1,3,0,0,4
6,0.5,-1023.03,26.375915188145832,12,2012,3,0,1205.3279873285242,20,0,0,0,1,1
7,0.0,583.38,26.375915188145832,8,2012,4,0,1205.3279873285242,3,1,3,4,2,6
2,0.0,460.08,26.375915188145832,6,2012,2,0,1205.3279873285242,20,1,0,0,2,13
4,0.0,246.84,26.375915188145832,2,2013,4,0,1205.3279873285242,8,0,0,1,1,1
8,0.0,839.04,26.375915188145832,9,2011,2,0,1205.3279873285242,28,3,3,4,1,1
5,0.1,-98.205,26.375915188145832,6,2012,5,1,1205.3279873285242,23,1,2,4,0,4
3,0.2,333.048,26.375915188145832,12,2013,4,0,1205.3279873285242,20,3,0,5,0,16
7,0.0,89.04,26.375915188145832,10,2012,3,0,1205.3279873285242,11,3,0,5,2,13
7,0.3,-953.442,26.375915188145832,8,2011,0,0,1205.3279873285242,29,2,3,0,0,16
3,0.0,352.08,26.375915188145832,7,2014,4,0,1205.3279873285242,18,0,1,4,0,4
7,0.0,553.98,26.375915188145832,12,2011,1,0,1205.3279873285242,6,3,3,0,2,6
5,0.0,119.55,26.375915188145832,4,2014,2,0,1205.3279873285242,16,0,1,4,0,4
3,0.2,215.9973,26.375915188145832,11,2014,0,0,1205.3279873285242,17,1,1,6,2,11
1,0.0,341.49,26.375915188145832,9,2011,4,0,922.95,2,0,1,3,0,16
5,0.1,184.995,26.375915188145832,8,2013,3,0,1205.3279873285242,1,1,0,4,0,4
6,0.0,6.6,26.375915188145832,9,2014,4,0,1205.3279873285242,12,0,0,5,0,4
6,0.0,340.2,26.375915188145832,8,2014,2,0,1205.3279873285242,6,0,0,4,2,0
5,0.17,316.701,26.375915188145832,11,2014,3,0,1205.3279873285242,20,3,0,0,1,1
9,0.0,324.18,26.375915188145832,5,2012,4,0,1205.3279873285242,4,3,3,5,1,1
4,0.0,1246.8,26.375915188145832,8,2012,0,0,1205.3279873285242,27,1,3,1,2,13
4,0.0,573.12,26.375915188145832,12,2013,1,0,1205.3279873285242,24,3,2,3,2,13
11,0.1,-127.413,26.375915188145832,1,2013,1,0,1205.3279873285242,29,1,2,4,1,14
10,0.4,-292.1,26.375915188145832,11,2013,1,0,1205.3279873285242,5,0,2,6,0,16
4,0.0,0.0,26.375915188145832,12,2011,1,0,1205.3279873285242,27,0,2,3,2,11
5,0.0,40.95,26.375915188145832,11,2012,4,0,1205.3279873285242,30,1,2,0,0,4
6,0.0,992.16,26.375915188145832,5,2013,1,0,1205.3279873285242,21,1,2,5,2,13
8,0.4,-734.5264,26.375915188145832,10,2011,0,0,1205.3279873285242,31,0,2,6,0,16
3,0.0,341.73,26.375915188145832,6,2014,4,0,1205.3279873285242,27,3,0,4,0,4
2,0.0,1995.99,26.375915188145832,11,2011,4,0,1205.3279873285242,4,1,3,6,2,11
2,0.2,110.28,26.375915188145832,7,2013,3,0,1960.64,25,3,0,5,0,16
5,0.4,239.996,26.375915188145832,5,2011,6,1,1205.3279873285242,8,3,0,6,2,6
6,0.0,518.76,26.375915188145832,10,2011,3,0,1205.3279873285242,27,3,2,0,0,4
5,0.0,449.985,26.375915188145832,7,2013,1,0,1205.3279873285242,2,3,0,6,2,6
2,0.0,105.24,26.375915188145832,12,2012,2,0,1754.04,26,0,0,0,0,4
13,0.0,356.0414,26.375915188145832,12,2012,4,0,1205.3279873285242,21,1,2,6,0,16
6,0.0,747.72,26.375915188145832,5,2012,0,0,1205.3279873285242,7,3,0,0,2,6
7,0.0,260.82,26.375915188145832,1,2011,5,1,1205.3279873285242,8,3,2,0,2,11
7,0.0,751.7601,26.375915188145832,10,2013,4,0,1205.3279873285242,18,1,2,6,1,1
6,0.0,593.64,26.375915188145832,7,2012,5,1,1205.3279873285242,7,1,0,2,1,1
5,0.0,653.1,26.375915188145832,6,2011,5,1,1205.3279873285242,18,1,2,4,0,4
5,0.5,-776.325,26.375915188145832,1,2012,1,0,1205.3279873285242,10,0,0,4,1,1
5,0.0,1040.55,26.375915188145832,2,2014,1,0,1205.3279873285242,11,1,3,4,1,1
7,0.2,52.4979,26.375915188145832,8,2013,1,0,1205.3279873285242,13,1,2,6,2,0
2,0.0,332.7,26.375915188145832,4,2012,3,0,1446.6,12,0,2,0,2,6
8,0.0,188.64,26.375915188145832,1,2014,4,0,1205.3279873285242,3,1,1,4,2,6
